,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,Species
0,-2.477415543996343,1.42078863290553,0.38607743893410335,0.15416069434473276,-0.3730421117384053,-0.25851074462951185,-0.6179806556599564,-0.38769626192988044,0.08470786805005144,-0.00378908886225834,Grain
1,-2.833753552260694,1.2460605054350589,0.39611921987204185,0.12222992506407593,-0.5102751563459104,0.1662956393119479,-1.2696116929807855,-0.3416301131202428,0.1283464911208943,-0.0023094227910131293,Grain
2,-3.495514692985181,0.9865251131771267,-0.6877931290074862,-0.06622098821482315,-0.47268733545073816,-0.7940566332767982,0.8957925656108443,-0.02227644133155769,0.340577168253426,-0.010373017957827059,Grain
3,-2.507685385289251,1.3919540786599789,-0.8768380552148867,-0.22653488185031898,-0.4867957071211272,0.18526945124934546,-0.19295191693615,0.4729504566562319,0.11069822938529604,-0.012121314437531259,Grain
4,-4.147877801816614,2.000913846304762,-0.7446872428992133,-0.8302000668390881,-1.7460051102900467,0.5200656154319875,-0.2916612263438841,-0.23776678176039695,-0.13932995016631383,-0.01069820280558008,Grain
5,-3.5453996062563697,2.0146714326555624,-0.7688340191766885,-0.6325961936714717,-1.0388608720742756,0.42989602375057767,-0.5549920433745261,-0.06388709953901676,0.19003444433682304,-0.012338870599017629,Grain
6,-2.768672355232148,1.2378028370801675,-0.9255731743425823,0.19248340454478755,-0.8392594250811308,-0.1549067062015258,0.5676698426696474,-0.152890572590769,-0.4563196739750744,-0.00834683002107894,Grain
7,-2.479775306726923,0.8136848159255672,-0.862792664643002,0.12767031147977456,-0.18492144140189362,0.36569452945161224,0.009079873601771107,-0.47628530361233445,-0.37185379698447407,-0.007217315241833702,Grain
8,-2.0011850534526063,1.7097788822277438,-0.9860377512752226,0.35116001062451924,0.6497995982616817,-0.8297195343568691,0.73586766868912,0.06715598840331752,0.04304307724804987,-0.014838023900382474,Rachis
9,-1.1968261926273234,2.2002696271317332,-1.343352727739986,-0.9397138586607314,0.7295521553802344,0.1305410607550386,0.23437044618764097,0.30769722280385814,0.07441469191734756,0.15180241889342186,Rachis
10,-0.4318644604291054,0.1520979824695393,0.06639552032865349,1.2109375994815756,-0.0884563361518812,-1.0781002249394953,0.3583174393964295,-0.06574710304162831,0.6225086162985325,0.0005373857955982882,Rachis
11,-0.19356435401690708,0.7653205538650637,-0.4988043401658217,0.5762090934693703,0.6811325931635304,0.19585259546321485,-0.22894368850146832,0.2924511971285391,0.5252772736824504,-0.00832820053734837,Rachis
12,-0.47668426029954974,2.8061782402094746,-0.8917822775765956,1.3116049123893088,1.0397902251300102,-0.054476806182305965,0.7998515620783611,-0.2036542809422,-0.13904041770107015,-0.015564741620206058,Rachis
13,-0.8941466600839919,2.3836299158701095,-1.3375284856928986,0.28600026079367435,1.291848117478899,0.6089806674406263,0.4367713126910691,0.18506615588755285,-0.11098752256039239,-0.02051759332076516,Rachis
14,-1.0061321924123685,0.25145032190246275,-0.06031703116444838,0.22410337596778693,0.9943014723239422,-0.1549574156168087,0.2628818707144943,0.28895333629548775,0.5638111496813593,-0.00815427906730808,Rachis
15,-0.2531594448419167,0.8080586211512978,-0.02648926368658914,0.19189723318653054,-0.28510856829125014,0.8810332344998916,-0.6513769562301712,0.3761328821063872,-0.12311509022536285,-0.004357110601626074,Rachis
